XM_030979588	0.0
XM_030987460	0.0
XM_030980282	0.0
XM_030982729	0.0
XM_030974468	0.0
XM_030979589	0.0
XM_030981128	0.0
XM_030978799	0.0
XM_030981921	0.14
XM_030986608	0.0
XM_030987461	0.0
XM_030992212	0.0
XM_030993748	0.0
XM_030992882	0.0
XM_030994542	0.0
XM_030995401	0.0
XM_030996208	0.003238736572069905
XM_030996998	0.0
XM_030997852	0.0
XM_030998597	0.040193798449612406
XM_030999371	0.0
XM_031000036	0.0
XM_030972209	0.0
XM_030972949	0.0
XM_030973671	0.0
XM_030974469	0.0
XM_030975168	0.0
XM_030975948	0.0
XM_030976719	0.0
XM_030977688	0.0
XM_030977772	0.0
XM_030978043	0.0
XM_030978124	0.0
XM_030978208	0.0
XM_030978289	0.0
XM_030978453	0.0
XM_030978523	0.0
XM_030978658	0.0
XM_030978737	0.022309090909090907
XM_030978917	0.0
XM_030978828	0.0
XM_030979019	0.0
XM_030979070	0.0
XM_030979155	0.0
XM_011676596	48.447578710644684
XM_030979389	0.030486486486486483
XM_030979897	35.560734177215195
XM_030980059	0.0
XM_030980145	0.0
XM_030980156	0.06874316939890711
XM_030980184	0.0
XM_030980250	0.0
XM_030980344	0.0
XM_030980425	0.0
XM_030980518	0.0
XM_030980598	0.0
XM_030980679	0.0
XM_030980847	0.0
XM_030980923	0.0
XM_030981097	0.06250505050505051
XM_030981268	2.561852459016394
XM_030981345	0.0
XM_030981550	0.0
XM_030981383	0.0
XM_030981464	0.0
XM_030981624	0.0
XM_030981800	0.0
XM_030981973	113.09695839963628
XM_030982058	22.271590457256465
XM_030982154	0.0
XM_030982237	0.0
XM_030982321	0.0
XM_030982500	0.0
XM_030982638	0.0
XM_030982699	0.0
XM_030982777	0.0
XM_030982886	57.83244565217392
XM_030982969	0.0
XM_030983054	0.0
XM_030983139	0.0
XM_030983445	84.2593605902244
XM_030983316	123.95149387370402
XM_030983623	106.99759202453988
XM_011666258	55.34884986830552
XM_030983770	0.0
XM_030983890	0.0
XM_030984190	25.509459854014597
XM_030983977	58.87077185017026
XM_030984111	104.66975446428572
XM_030984064	131.34
XM_030984274	0.0
XM_030984438	31.327373271889403
XM_030984517	0.0
XM_030984600	0.0
XM_030984803	0.0
XM_030984956	0.0
XM_030985033	0.0
XM_030985112	0.0
XM_030985274	0.0
XM_030985333	81.03953469048608
XM_030985295	101.49
XM_030985534	104.36
XM_030985485	40.86
XM_030985832	27.190293478260873
XM_030985907	0.0
XM_030985988	48.10303989867004
XM_030986129	0.0
XM_030986215	0.0
XM_030986292	0.0
XM_030986359	0.0
XM_030986479	0.0
XM_030986511	0.0
XM_030986578	0.0
XM_030986678	0.0
XM_030986770	0.0
XM_030986940	83.17971631205673
XM_030987135	0.0
